ids,target,prediction
6630,-48.03352,-48.08877
9104,-51.72482,-51.787834
19006,-42.47067,-42.52398
1383,-55.05266,-55.120064
19220,-40.77609,-40.69865
15661,-40.40982,-40.38487
5937,-50.17506,-50.21744
2074,-54.49056,-54.44905
10271,-45.7852,-45.716774
13565,-44.81904,-44.91178
5631,-50.2874,-50.341507
11665,-42.12876,-42.187687
18248,-40.2743,-40.324154
6228,-51.48709,-51.599907
1564,-55.559,-55.538548
15377,-40.09793,-40.133102
12034,-46.07063,-45.99665
13352,-45.94524,-45.957115
12409,-46.93229,-46.962944
19055,-40.20071,-40.200867
11844,-47.1195,-47.12651
10741,-45.41901,-45.448254
385,-53.89257,-53.88954
3837,-54.68572,-54.668343
3586,-56.2311,-56.226665
17939,-39.76384,-39.833485
14659,-43.85601,-43.84437
7733,-51.21645,-51.23643
6656,-49.83387,-49.85812
4784,-53.51491,-53.577976
10098,-46.63796,-46.693913
14766,-41.76673,-41.841904
3304,-55.01591,-54.97984
15333,-39.6561,-39.743305
11825,-46.36791,-46.393417
13375,-46.14938,-46.13862
10011,-44.61035,-44.760826
8649,-50.34316,-50.336006
399,-53.56291,-53.521187
8924,-50.18808,-50.108013
10686,-46.86714,-46.876663
210,-55.20603,-55.14933
19448,-40.53547,-40.53571
18082,-40.57885,-40.550343
68,-55.05602,-55.00464
912,-55.51334,-55.503223
16027,-38.87416,-38.94861
14399,-44.85446,-44.84571
19130,-41.38344,-41.48194
7946,-52.07763,-52.03661
14834,-42.7034,-42.715168
9381,-48.7229,-48.738663
1943,-55.9043,-55.820736
17734,-39.99708,-40.082363
17366,-41.29763,-41.375084
17519,-42.03429,-42.088894
7731,-51.66342,-51.632915
1451,-53.94836,-53.939438
10996,-45.23461,-45.241997
12111,-46.96735,-46.922203
4293,-56.46919,-56.456898
10833,-47.07983,-47.064243
8220,-50.40859,-50.46851
4002,-56.2207,-56.188377
9340,-49.49889,-49.501404
2644,-54.96837,-54.958744
18801,-39.31141,-39.312386
9175,-48.14652,-48.250515
12228,-46.88982,-46.888844
6108,-50.10898,-50.149757
15509,-40.49618,-40.552444
6334,-51.17652,-51.248875
8450,-52.09714,-52.12557
17313,-40.19654,-40.120655
9573,-51.61826,-51.536957
8981,-50.25405,-50.3109
803,-54.12608,-54.02037
10085,-45.26129,-45.31646
10492,-45.42151,-45.383865
7486,-50.67793,-50.623512
2349,-54.53924,-54.488663
13409,-45.85592,-45.899574
13875,-47.03589,-47.11878
4074,-54.54924,-54.49206
2954,-55.57954,-55.573864
11173,-44.7605,-44.69943
7744,-50.82436,-50.655926
7130,-49.90472,-49.953026
12,-57.19344,-57.191704
7985,-50.84868,-50.875347
1127,-54.94328,-54.860374
18490,-37.75489,-37.787983
14527,-45.41263,-45.567497
8876,-51.20467,-51.142326
11706,-45.88018,-45.898125
18539,-40.41982,-40.45443
7004,-50.66835,-50.70467
4895,-50.46081,-50.38938
10884,-44.50706,-44.571724
320,-55.37103,-55.312466
19737,-39.77593,-39.734837
5422,-51.44741,-51.50903
9549,-51.2242,-51.24693
9296,-49.5032,-49.410492
10014,-45.57057,-45.639935
10427,-46.0376,-46.089317
18124,-42.87249,-42.872005
16482,-41.00022,-41.01248
6649,-48.42606,-48.439125
3127,-56.03812,-55.917866
2671,-56.30022,-56.159466
3726,-56.54625,-56.44202
13268,-44.62261,-44.714195
1615,-55.41543,-55.372818
16597,-41.96028,-41.94265
17837,-41.26215,-41.215435
7829,-52.27581,-52.324318
6701,-51.70252,-51.77416
3444,-56.3348,-56.285496
1851,-55.32755,-55.40871
6800,-50.68319,-50.71793
3237,-55.17558,-55.220352
6415,-50.23458,-50.305603
12636,-47.05336,-47.144512
9898,-46.27968,-46.26523
14338,-44.7047,-44.720486
9846,-46.22551,-46.2592
6625,-51.45853,-51.481445
6099,-50.10538,-50.15178
7039,-51.46574,-51.50886
6112,-49.93614,-50.063644
14960,-42.69618,-42.69493
10879,-46.38737,-46.41295
4512,-54.05617,-54.030552
11724,-45.5972,-45.686672
3011,-55.49032,-55.553173
12209,-44.85496,-44.839317
1366,-55.72843,-55.656155
5054,-52.01343,-52.056084
18378,-38.94089,-38.99082
18089,-39.36187,-39.348797
17829,-41.22544,-41.230785
2771,-56.63877,-56.422585
18712,-37.42966,-37.42354
8230,-51.79067,-51.85498
909,-54.7116,-54.630863
5345,-50.43104,-50.543926
2793,-55.73038,-55.66589
19164,-42.69389,-42.703484
4432,-53.93575,-53.77739
14526,-45.5718,-45.59469
4798,-55.7441,-55.7775
11191,-43.4854,-43.487545
4623,-54.59539,-54.57842
16622,-40.06671,-40.133564
9285,-52.06228,-52.1524
5485,-48.36106,-48.404655
3134,-54.50007,-54.361626
4126,-55.73983,-55.757164
16668,-41.31905,-41.34196
13264,-44.02573,-44.05302
9314,-51.51455,-51.575607
8065,-51.72782,-51.705505
16343,-39.91217,-39.894165
7413,-51.10081,-51.195194
3594,-53.53187,-53.594913
14134,-46.90939,-46.915745
11148,-41.50348,-41.43746
18650,-40.5264,-40.472904
5020,-50.87491,-50.86465
9265,-48.85616,-48.819855
16308,-38.20778,-38.206882
14106,-46.27079,-46.347633
19116,-40.85928,-41.035988
2872,-53.68767,-53.77792
9827,-46.2503,-46.252495
1631,-56.17424,-56.31115
16830,-41.66503,-41.70397
10984,-47.19597,-47.249413
3987,-57.02105,-56.980507
1288,-56.44677,-56.313866
5256,-51.41487,-51.4547
18742,-38.43474,-38.43402
4196,-54.88696,-54.902985
10946,-45.41417,-45.423668
14874,-40.23255,-40.217674
5805,-49.39216,-49.34404
3133,-54.89305,-54.901157
16339,-40.3494,-40.369785
16139,-39.74127,-39.66069
11974,-45.10442,-45.104233
13690,-46.95602,-46.997757
16077,-40.13799,-40.138474
14116,-47.11209,-47.139202
2747,-55.85779,-55.736923
8083,-51.80618,-51.740555
14266,-45.4107,-45.438683
12154,-47.08238,-47.184185
13491,-42.57441,-42.657555
19289,-41.17034,-41.19074
10506,-45.91059,-45.901546
9977,-46.04481,-46.08403
15417,-41.98965,-42.046276
17001,-40.0096,-40.057625
14933,-42.68769,-42.730736
15283,-40.85765,-40.81766
5454,-48.30264,-48.382614
722,-55.71613,-55.610344
14673,-45.52098,-45.603687
5173,-49.40908,-49.417244
13606,-47.18589,-47.19742
11843,-47.14307,-47.132248
17653,-38.90357,-39.023674
3121,-56.80145,-56.774025
16608,-41.04948,-41.160313
15326,-36.46204,-36.47946
5513,-50.13699,-50.09664
4327,-55.42833,-55.432346
17280,-41.70108,-41.858227
12749,-44.74908,-44.75001
3235,-55.6865,-55.61372
12502,-44.95861,-45.0075
378,-53.69021,-53.67632
13106,-47.24174,-47.227448
10007,-43.62931,-43.721973
14991,-40.51027,-40.55784
11089,-45.32621,-45.28764
363,-55.376,-55.303123
6231,-52.03101,-52.00303
17961,-40.58352,-40.49517
9429,-49.34496,-49.473328
15069,-40.80855,-40.81073
2470,-56.44006,-56.29587
2922,-56.77598,-56.615643
16798,-41.55523,-41.64557
10654,-45.97568,-46.01171
5023,-50.01839,-50.01991
19399,-40.4403,-40.5125
9064,-50.99786,-50.982887
15459,-41.22521,-41.262093
16654,-42.58831,-42.632217
11657,-43.82853,-43.767216
10407,-45.65163,-45.632263
18649,-40.15604,-40.18893
18924,-40.57738,-40.633663
14365,-46.7893,-46.80148
9964,-45.48338,-45.49245
3412,-54.89267,-54.841827
15098,-40.09298,-40.1568
14038,-46.5056,-46.496597
17555,-41.32111,-41.343616
12269,-45.21277,-45.287056
1371,-56.52379,-56.46596
12603,-46.58295,-46.66978
12587,-45.49391,-45.50908
7723,-51.38114,-51.435184
2774,-55.75722,-55.54042
9380,-50.2351,-50.211647
6710,-49.55592,-49.574352
5472,-49.8576,-49.99103
6217,-51.47196,-51.52828
4298,-56.71095,-56.587524
6219,-51.9165,-51.93871
568,-53.92243,-53.872498
13316,-46.45149,-46.43977
15398,-40.90078,-40.868443
15770,-41.07289,-41.012615
11154,-44.33599,-44.31896
12967,-45.16502,-45.251698
6202,-48.98833,-48.98407
18828,-42.53052,-42.718307
15225,-41.1838,-41.147236
18023,-41.10523,-41.115425
4886,-51.7504,-51.769657
19218,-39.13637,-39.14547
7697,-51.80029,-51.79925
19708,-37.99019,-38.030945
19150,-40.51543,-40.46451
8950,-50.92921,-50.957375
15606,-39.22748,-39.213783
12840,-45.67196,-45.665344
9593,-49.49121,-49.476513
10677,-46.54265,-46.520744
10649,-46.69394,-46.732166
8099,-49.63723,-49.73446
4321,-55.56273,-55.50703
19608,-40.54757,-40.52367
12881,-46.86494,-46.960625
17926,-40.94257,-40.95733
10208,-43.85088,-43.84584
14047,-46.10462,-46.071648
9586,-51.21674,-51.224434
9464,-49.95184,-49.968357
13917,-45.94188,-45.93386
14346,-45.2286,-45.271957
1016,-56.87432,-56.73683
2766,-55.81016,-55.740334
8579,-48.00701,-48.14999
13043,-42.8557,-42.90074
5696,-51.46818,-51.48051
7745,-50.54387,-50.53587
1762,-56.74948,-56.677902
4736,-56.59804,-56.53058
1489,-53.3404,-53.213726
9866,-46.78141,-46.751255
10449,-44.524,-44.4912
16893,-40.47707,-40.44573
3429,-54.62269,-54.56351
8242,-51.14423,-51.164722
17304,-41.51657,-41.586563
10260,-41.16645,-41.14846
14517,-45.28814,-45.26612
18713,-40.45147,-40.500893
5809,-51.02304,-51.051826
19644,-37.09165,-37.069862
16037,-40.74064,-40.74585
17049,-39.72851,-39.738373
3592,-54.39982,-54.401287
8726,-50.94947,-50.992165
4032,-55.61763,-55.554714
348,-56.19365,-56.05849
3162,-53.62008,-53.609962
14982,-41.3115,-41.32031
16753,-42.49016,-42.54374
6813,-50.9968,-51.039974
5201,-50.99995,-51.029224
4439,-54.227,-54.136677
18195,-41.1964,-41.202713
15858,-41.3438,-41.223648
2780,-55.68575,-55.593567
10379,-45.74852,-45.78554
11804,-44.89203,-44.859215
8538,-50.29695,-50.410217
16253,-37.95667,-37.939472
14803,-44.6721,-44.75162
12276,-46.12414,-46.14414
18584,-38.905,-38.96973
6136,-47.63412,-47.678402
1126,-53.6918,-53.66783
8194,-50.74418,-50.874935
2513,-55.72141,-55.573498
1705,-54.05226,-54.043266
1094,-54.65724,-54.641994
871,-56.29788,-56.15732
1590,-52.16698,-52.163204
7600,-50.34976,-50.31421
10225,-44.40143,-44.386612
7195,-49.5093,-49.528774
15622,-39.06173,-39.04471
8253,-50.39584,-50.38685
3279,-55.90255,-55.752197
11347,-41.73419,-41.76069
17999,-40.28469,-40.33298
6773,-49.95056,-50.054333
9312,-49.79191,-49.799
14326,-46.30743,-46.33945
5518,-50.85414,-50.966217
15678,-40.92753,-40.95056
2464,-56.19572,-56.18042
7510,-51.13874,-51.035057
14375,-44.77126,-44.695362
7094,-50.57922,-50.552525
16857,-41.52274,-41.46414
4231,-55.79774,-55.714527
8508,-49.0345,-49.112328
1208,-56.36443,-56.25539
6522,-49.325,-49.311867
4067,-56.27079,-56.30508
12224,-46.5347,-46.508495
13447,-45.77092,-45.81379
3779,-54.76807,-54.699833
420,-54.63612,-54.599922
261,-56.26847,-56.12023
6558,-50.75572,-50.763462
2717,-55.52666,-55.435783
3739,-55.32273,-55.375576
14681,-45.50834,-45.54365
13706,-45.81865,-45.89084
14006,-46.21403,-46.164368
6190,-49.35503,-49.30281
13527,-45.20299,-45.216263
1692,-54.33482,-54.459274
9169,-48.30439,-48.36599
5377,-50.31515,-50.282955
9021,-50.97928,-50.990913
2075,-55.87304,-55.80949
2076,-54.95884,-54.810074
3374,-54.77413,-54.712734
40,-57.31168,-57.21488
17312,-40.59541,-40.5798
7145,-50.59161,-50.59512
18902,-42.69745,-42.733383
6179,-51.16288,-51.195015
11331,-44.91763,-45.06341
13202,-41.30294,-41.387253
12503,-45.52147,-45.596542
12664,-46.00595,-46.036785
18759,-40.06349,-40.013283
1930,-55.88224,-55.87771
8774,-50.76796,-50.8098
6394,-49.51956,-49.52947
3670,-55.02533,-54.978874
8062,-51.82967,-51.756687
8148,-50.49016,-50.51594
2111,-55.88347,-55.823597
940,-56.74453,-56.605606
10766,-43.22393,-43.319504
17074,-40.63707,-40.666454
15015,-40.63127,-40.668373
826,-56.15682,-55.911427
8014,-51.19507,-51.094803
1053,-56.29123,-56.160645
17464,-39.15259,-39.27729
18443,-39.43187,-39.419666
12395,-47.22627,-47.241104
8162,-50.42464,-50.483902
972,-56.30345,-56.292084
16748,-42.59905,-42.634457
8009,-50.89467,-50.95874
792,-54.43482,-54.355644
7692,-49.80116,-49.75262
11278,-44.50545,-44.571014
19622,-37.77934,-37.764824
18995,-42.50374,-42.53691
7485,-50.82827,-50.81064
8509,-50.21016,-50.180733
4317,-55.95311,-55.86417
4530,-54.35044,-54.24322
15390,-40.26756,-40.21987
10846,-47.02777,-47.01601
1254,-55.11924,-55.128212
6438,-49.92482,-49.95324
14898,-39.86892,-39.97428
5820,-51.45954,-51.4256
9536,-49.84411,-49.785847
683,-54.48283,-54.37689
2146,-55.82704,-55.799797
19628,-40.23039,-40.2194
7406,-52.00767,-51.98323
17933,-40.87045,-40.91123
5389,-50.35994,-50.363518
9303,-50.76682,-50.77708
139,-56.40273,-56.37918
7296,-51.86652,-51.833023
4144,-54.59628,-54.587425
1141,-55.42107,-55.474537
827,-54.98359,-54.90538
12948,-45.01147,-45.028706
7154,-51.62679,-51.608562
9272,-50.68933,-50.694084
11474,-45.53493,-45.55649
16476,-40.30336,-40.278816
17275,-40.56544,-40.65322
408,-52.97256,-52.871723
1105,-55.27529,-55.266663
16858,-41.80158,-41.766926
15618,-40.95731,-40.95825
302,-53.59912,-53.532497
687,-54.15607,-54.18787
11399,-46.5706,-46.59956
9957,-46.36129,-46.33469
10430,-46.65485,-46.722363
38,-57.39628,-57.330387
698,-55.07952,-55.034763
4406,-56.3325,-56.288734
3199,-55.13261,-55.068737
3335,-55.5241,-55.513626
17682,-40.37934,-40.354774
9624,-50.41206,-50.52168
4296,-56.60217,-56.47444
15442,-42.14466,-42.250427
8087,-51.26715,-51.212826
15177,-40.64252,-40.696857
243,-54.97326,-54.860126
19440,-37.42253,-37.528008
19012,-41.3959,-41.41856
17650,-38.47707,-38.525124
16987,-40.85716,-40.810997
14534,-44.54519,-44.567844
6268,-51.31625,-51.306522
16084,-39.38003,-39.396587
30,-56.74447,-56.534943
18203,-39.73968,-39.772625
5948,-50.68939,-50.595608
12285,-44.95608,-44.940815
16513,-39.95856,-39.982777
19213,-39.13112,-39.156708
14471,-45.90108,-45.995808
3197,-56.23542,-56.210518
12616,-47.00809,-46.988342
2684,-55.27779,-55.273666
12232,-46.21931,-46.310673
5095,-48.38079,-48.38544
6017,-49.5486,-49.59772
4446,-53.80069,-53.803234
4602,-55.35705,-55.50275
1073,-56.09212,-56.01787
1536,-55.68258,-55.63964
15401,-41.16569,-41.14248
11707,-45.3688,-45.33192
19024,-40.42992,-40.448734
2372,-56.18774,-56.19007
15048,-39.41898,-39.414097
9740,-50.14102,-50.116646
12694,-44.93073,-44.940887
11281,-46.09232,-46.109985
861,-55.80927,-55.70812
16570,-41.1072,-41.160954
13617,-45.19588,-45.205166
7220,-47.09491,-47.156845
10575,-44.32167,-44.33177
16538,-40.8683,-40.870495
3370,-56.42579,-56.50577
1121,-54.30631,-54.18288
7091,-51.12128,-50.992638
7794,-52.07687,-52.03033
15201,-39.94055,-39.998177
4875,-50.07258,-50.058064
10871,-45.10246,-45.022667
5227,-50.93168,-50.908733
9643,-49.30733,-49.34608
3344,-54.68619,-54.687897
11364,-45.55747,-45.59266
1839,-54.35816,-54.32937
14746,-45.29785,-45.376762
10003,-44.5923,-44.64908
9639,-51.18717,-51.09623
18072,-41.1783,-41.145855
2212,-55.76612,-55.593983
50,-56.87627,-56.851368
11193,-44.40788,-44.393837
19489,-39.5765,-39.562584
11501,-44.59298,-44.64655
16056,-36.69392,-36.640068
3342,-54.67753,-54.630203
5281,-50.80095,-50.81656
3468,-55.64468,-55.53301
19403,-41.06265,-41.109005
18720,-39.16996,-39.133488
18723,-39.39619,-39.42501
11006,-46.35619,-46.457775
213,-55.8585,-55.902637
2127,-53.74257,-53.638283
19529,-39.82887,-39.945206
18323,-38.79762,-38.8627
11181,-46.35869,-46.293503
5289,-50.35821,-50.342415
10351,-47.0565,-47.077614
15360,-39.59797,-39.541534
2865,-53.62466,-53.648514
17629,-38.60328,-38.579853
2551,-54.91002,-54.928368
12441,-42.82525,-42.751602
10330,-44.5307,-44.584072
12219,-45.78076,-45.88788
12856,-47.04932,-47.05152
3373,-56.46081,-56.437504
16247,-38.8657,-38.930084
2404,-55.35941,-55.318302
7610,-52.12937,-52.13849
11402,-46.90915,-46.98311
19361,-39.39794,-39.45627
838,-56.11945,-56.00969
6243,-50.35904,-50.37492
10548,-45.78575,-45.795544
13110,-46.69584,-46.695946
9889,-46.34227,-46.420124
18669,-40.81865,-40.770794
3947,-57.13761,-57.070225
7148,-51.45475,-51.53715
2166,-54.87212,-54.964584
5968,-50.12894,-50.23295
19779,-38.36662,-38.398674
18668,-40.95383,-40.90898
6743,-50.23617,-50.251305
3683,-56.83218,-56.720257
10032,-44.41604,-44.50144
15420,-41.28979,-41.28457
958,-56.41994,-56.354137
4500,-54.46425,-54.454617
9933,-44.38495,-44.376247
6523,-50.45573,-50.48237
5011,-51.27136,-51.305557
14058,-45.0859,-45.101753
1927,-56.17263,-56.158913
9349,-50.67079,-50.688137
8896,-48.09936,-48.127174
7189,-50.76765,-50.892323
947,-55.77772,-55.668133
12029,-45.43308,-45.383247
12389,-45.92706,-45.977127
14495,-45.02504,-45.075706
18126,-42.18158,-42.203976
1324,-55.26115,-55.093334
11326,-45.20643,-45.374317
19549,-39.52429,-39.60667
17033,-39.87098,-39.86005
3943,-56.41631,-56.409042
10962,-46.65314,-46.6895
7809,-52.25724,-52.322227
12526,-46.93747,-46.963913
18541,-41.54868,-41.495018
18472,-40.37106,-40.43983
3776,-54.59367,-54.646526
17381,-39.72019,-39.73728
17467,-38.14814,-38.190216
19057,-39.12929,-39.146088
1994,-56.32597,-56.22669
5838,-51.19613,-51.233307
2730,-56.4998,-56.40039
9595,-49.95966,-50.021053
8560,-47.63336,-47.650898
8013,-50.56496,-50.60608
2736,-55.75676,-55.76573
11290,-44.97113,-44.976818
1706,-49.51128,-49.560814
13896,-44.82706,-44.818604
14409,-44.07725,-44.140938
3552,-55.66401,-55.698807
19462,-39.83602,-39.837288
18977,-42.33206,-42.32333
11596,-41.96389,-41.94902
2763,-54.61189,-54.46151
19599,-40.11248,-40.216446
8530,-48.52495,-48.63298
13541,-46.35108,-46.23762
2456,-55.97643,-56.005424
4331,-54.31875,-54.329895
1614,-55.26969,-55.180454
5952,-48.93986,-48.964153
8697,-50.38867,-50.401836
12501,-45.84691,-45.88379
13923,-45.31864,-45.345722
494,-55.12029,-55.08537
15369,-40.37533,-40.452187
5791,-50.53232,-50.490005
10289,-45.5484,-45.62966
9460,-50.4451,-50.417255
18137,-41.79564,-41.795246
9543,-50.79477,-50.84656
5326,-51.62478,-51.599735
9258,-50.89937,-50.95676
13199,-44.49504,-44.54637
6174,-52.09332,-52.048485
10150,-46.8027,-46.788742
8397,-49.43958,-49.49678
13855,-46.59688,-46.641373
1935,-54.77765,-54.78797
1346,-55.22944,-55.219513
15293,-40.88499,-40.86079
3913,-56.10715,-55.98093
16710,-41.30835,-41.30361
12479,-44.94618,-45.03851
12938,-46.48635,-46.448853
11915,-42.55885,-42.602962
1151,-56.58618,-56.53328
15300,-40.31727,-40.29574
4984,-51.09309,-51.106247
7105,-51.79065,-51.634613
11531,-46.60568,-46.633396
8775,-50.53511,-50.49889
15233,-40.50308,-40.490826
8201,-49.38973,-49.407036
18424,-38.92804,-38.95453
2977,-54.26688,-54.22972
12731,-45.54078,-45.509434
7756,-51.48325,-51.464207
1745,-55.05675,-54.9754
7931,-52.28921,-52.33029
8395,-49.20688,-49.299515
10834,-46.90887,-46.96601
15042,-40.16734,-40.223892
14822,-41.30436,-41.325405
7458,-50.77705,-50.73763
18945,-40.01491,-40.035328
15651,-37.19298,-37.228508
12124,-45.8154,-45.820297
15757,-42.52285,-42.524025
14320,-45.37544,-45.387222
18182,-41.05116,-41.111485
6615,-50.55649,-50.531155
19310,-38.57401,-38.635757
2058,-53.32027,-53.242558
2265,-52.22043,-52.255775
5512,-50.88208,-50.845924
17678,-39.92757,-39.893185
8926,-51.09785,-51.119705
7820,-50.58561,-50.66918
19284,-42.24989,-42.226707
12551,-47.06108,-47.10418
15941,-40.77654,-40.832554
14403,-45.57724,-45.62288
2252,-55.06108,-55.016132
8576,-48.49281,-48.50816
15792,-42.93165,-42.937405
19124,-40.6108,-40.69887
8887,-50.27278,-50.22356
8495,-49.14458,-49.16515
6584,-51.73037,-51.706127
11087,-45.30664,-45.34758
14549,-46.7914,-46.8984
19647,-39.10407,-39.09786
5467,-50.54086,-50.514942
10903,-46.89613,-46.94926
1932,-56.47444,-56.315628
6022,-47.78961,-47.8406
9482,-48.95644,-49.03002
11459,-45.43535,-45.463062
19424,-41.00154,-41.040237
13269,-45.7981,-45.766304
12512,-46.82166,-46.84623
5565,-49.69725,-49.788696
323,-55.11436,-55.07147
16186,-41.5577,-41.599716
6482,-51.03031,-50.984737
910,-55.47214,-55.38355
11702,-46.98039,-47.03978
10352,-44.14042,-44.172276
19156,-38.46994,-38.53847
4642,-54.63025,-54.61741
4455,-55.40687,-55.354527
7032,-49.30501,-49.30138
9495,-50.55581,-50.564926
19638,-40.18206,-40.184586
5520,-49.56733,-49.646694
16699,-41.56836,-41.644623
12451,-40.32099,-39.811436
7060,-51.16386,-51.202602
12885,-45.30388,-45.25438
11264,-43.43575,-43.51625
1628,-55.66841,-55.635555
19114,-41.59584,-41.54896
6487,-49.29817,-49.37104
16854,-41.5409,-41.543434
13927,-44.98838,-45.05813
17544,-41.14072,-41.129654
4675,-54.69476,-54.62252
4555,-53.48805,-53.435215
7375,-50.24333,-50.224827
4122,-54.94407,-54.887146
2725,-55.43036,-55.46992
14975,-41.23038,-41.26763
13466,-42.71055,-42.594353
19593,-40.55305,-40.489223
5852,-52.09586,-52.093853
18235,-41.22292,-41.222458
10999,-46.00023,-46.10311
17146,-39.55272,-39.60209
2399,-56.34379,-56.25889
17566,-41.25255,-41.302536
6123,-50.20977,-50.21578
11828,-46.40382,-46.47957
9811,-45.62687,-45.705574
11820,-46.31543,-46.37057
15400,-41.90929,-41.912163
7457,-51.02668,-51.036583
6730,-51.09873,-51.053455
6573,-51.2833,-51.382164
18150,-41.00265,-40.93624
12807,-44.29709,-44.229385
2606,-53.91689,-53.86823
3888,-56.86358,-56.83328
14451,-44.4054,-44.366196
18403,-39.96592,-39.943993
13504,-44.14912,-44.174057
9910,-45.83448,-45.81582
3391,-55.3355,-55.39529
7128,-51.35184,-51.408245
303,-54.19094,-54.132122
19486,-38.78476,-38.720245
2720,-54.11867,-54.19338
8226,-49.96298,-49.869465
4952,-51.25521,-51.229782
10198,-43.85828,-43.87937
18447,-39.73798,-39.762833
3015,-55.47076,-55.477715
6561,-49.15304,-49.19406
14726,-45.12599,-45.222557
2139,-55.56402,-55.531353
9492,-49.41199,-49.477177
5569,-51.06893,-51.146564
11784,-45.3999,-45.450966
16292,-39.88781,-39.924007
15298,-39.36834,-39.436855
18556,-38.84844,-38.84274
3451,-55.1678,-55.134018
16726,-41.29274,-41.30731
9744,-47.73315,-47.75751
2646,-53.07279,-53.152863
19318,-38.79989,-38.847713
15191,-40.13676,-40.192337
2899,-57.48459,-57.34047
17370,-40.65313,-40.662952
19706,-39.98858,-39.92839
15314,-39.47255,-39.44478
8274,-50.46517,-50.4032
1358,-55.26887,-55.395977
11289,-43.57182,-43.449135
2992,-55.93674,-55.869625
4221,-55.45607,-55.434982
16764,-41.5885,-41.580063
18676,-39.50684,-39.441235
18070,-41.37848,-41.350758
16846,-41.45438,-41.526783
1424,-55.91383,-55.83103
12683,-43.61259,-43.64386
688,-54.32078,-54.33156
13668,-44.77119,-44.745922
7659,-50.1177,-50.197117
10255,-43.82891,-43.833035
5645,-50.01875,-50.02749
3909,-57.05179,-56.940292
2148,-54.89783,-54.940582
10222,-41.91274,-41.94503
12740,-44.63063,-44.635548
1984,-56.48382,-56.357407
14457,-45.92861,-45.90334
16620,-41.6836,-41.66915
13217,-43.90933,-43.93483
17054,-40.38772,-40.410137
12283,-45.41061,-45.344948
16812,-41.19519,-41.248287
15933,-40.50659,-40.51557
4277,-56.98986,-56.798897
5145,-50.77457,-50.693077
13082,-44.90979,-44.91607
545,-54.8384,-54.75117
13959,-42.59333,-42.666924
14135,-46.89289,-46.85286
14176,-45.13809,-45.069706
11199,-44.75333,-44.810596
138,-56.83504,-56.77942
9786,-50.94067,-50.92067
13746,-45.69474,-45.73809
17419,-40.66896,-40.71341
16950,-40.40692,-40.413418
4382,-56.34329,-56.16191
18886,-42.17647,-42.25296
13161,-44.85539,-44.913174
8318,-51.08154,-51.07599
3605,-55.28578,-55.365124
6884,-50.19388,-50.26139
2712,-56.25056,-56.144672
3369,-54.33461,-54.31926
12868,-46.58618,-46.676716
4253,-55.53595,-55.458954
7234,-50.23944,-50.290302
2436,-56.16608,-56.16696
13157,-43.73618,-43.862335
17820,-40.47247,-40.42223
13829,-47.00824,-47.031208
10622,-45.31443,-45.41772
731,-56.34521,-56.30687
13453,-45.10192,-45.139595
17995,-40.53324,-40.5307
7426,-51.45014,-51.371696
4256,-55.69105,-55.640034
15614,-39.26008,-39.25567
13203,-44.5744,-44.67431
1370,-56.21752,-56.09364
11465,-45.23607,-45.30475
18574,-39.87233,-39.80533
17577,-41.43589,-41.445847
10027,-44.23462,-44.24886
91,-56.54156,-56.521507
717,-55.76503,-55.816254
13751,-45.56635,-45.568756
3284,-54.36154,-54.370728
13309,-45.65492,-45.699684
7446,-48.90087,-48.86891
3389,-55.99705,-56.04261
13016,-44.95207,-44.997135
2106,-55.06319,-54.97575
406,-55.23864,-55.217
8966,-48.89608,-48.901447
2557,-55.24277,-55.134872
10439,-44.94463,-44.920803
3988,-56.68691,-56.601917
2459,-56.19072,-56.177174
13844,-46.18114,-46.24276
5935,-50.56117,-50.49256
3527,-56.36957,-56.275055
9894,-44.58993,-44.730984
14607,-45.56414,-45.620144
15151,-38.92496,-38.991802
13558,-45.82759,-45.895718
15771,-41.65454,-41.621574
6916,-50.67479,-50.662468
2028,-55.62768,-55.596207
9920,-45.90587,-45.86864
7193,-51.25706,-51.215096
18038,-39.49435,-39.57325
11583,-44.70989,-44.73559
5503,-49.85127,-49.912704
9262,-50.26228,-50.194824
2429,-54.31591,-54.231094
110,-54.88839,-54.89908
10066,-44.15324,-44.131767
19022,-40.70496,-40.74121
10329,-44.36075,-44.550926
4309,-56.58741,-56.506783
10024,-45.72884,-45.737206
16009,-40.31427,-40.360874
7772,-51.97143,-51.949192
766,-56.06179,-55.897484
8668,-49.84827,-49.84002
985,-54.91653,-54.890255
5406,-50.74231,-50.778427
19383,-40.14803,-40.186054
16690,-42.62227,-42.677544
15476,-41.21207,-41.33148
15867,-42.50984,-42.589184
6175,-51.90946,-51.968422
15252,-39.65723,-39.73455
4456,-54.99767,-54.933968
11537,-46.79139,-46.76115
17536,-42.70941,-42.740356
6247,-50.10047,-50.11221
10367,-46.88885,-46.8474
7687,-49.80776,-49.858463
1067,-55.68413,-55.624393
11498,-43.74107,-43.763485
19707,-39.56137,-39.651817
6590,-51.69116,-51.64309
5884,-50.89557,-50.892563
10696,-46.43391,-46.48026
4153,-55.84875,-55.78705
9206,-50.79507,-50.78769
16395,-39.93627,-39.906742
17922,-40.03755,-39.914326
6460,-50.07404,-50.141975
4457,-55.22912,-55.143707
19019,-41.14892,-41.143986
6732,-49.86106,-49.8952
17543,-41.22728,-41.214394
12471,-46.24924,-46.35859
